name,type,n_anthropic/claude-sonnet-4.5,n_deepseek/deepseek-v3.1-terminus,n_google/gemini-2.5-flash,n_meta-llama/llama-4-maverick,n_openai/gpt-5-mini,pooled_count,llm_freq,human_freq,lift,lift_ci_low,lift_ci_high,n_models,unstable
Quasar,surname,0,0,0,9,4,13,0.01300,3.388e-09,3836839.3,2246837.5,6526951.2,2,0
Shadowglow,surname,0,0,0,10,3,13,0.01300,3.388e-09,3836839.3,2246837.5,6526951.2,2,0
Vex,surname,0,0,0,6,7,13,0.01300,3.388e-09,3836839.3,2246837.5,6526951.2,2,0
Elianore,first,0,0,0,9,4,13,0.01300,3.844e-09,3381514.3,1980201.0,5752385.5,2,0
Darkhaven,surname,0,0,0,1,6,7,0.00700,3.388e-09,2065990.4,1001953.7,4243690.9,2,1
Rostova,surname,0,5,1,0,0,6,0.00600,3.388e-09,1770848.9,812415.8,3845204.9,2,1
Lyrien,first,0,0,0,2,3,5,0.00500,3.844e-09,1300582.4,556000.0,3030649.8,2,1
Fanshawe,surname,0,0,0,2,2,4,0.00400,3.388e-09,1180565.9,459406.3,3022166.3,2,1
Moonwhisper,surname,0,0,0,3,1,4,0.00400,3.388e-09,1180565.9,459406.3,3022166.3,2,1
Em,first,0,0,0,3,0,3,0.00300,3.844e-09,780349.4,265517.9,2284647.7,1,1
Crossing,surname,2,0,0,0,0,2,0.00200,3.388e-09,590283.0,161924.1,2143600.5,1,1
Darkshadow,surname,0,0,0,2,0,2,0.00200,3.388e-09,590283.0,161924.1,2143600.5,1,1
Jaxon,surname,0,0,0,1,1,2,0.00200,3.388e-09,590283.0,161924.1,2143600.5,2,1
Kaelen,surname,1,1,0,0,0,2,0.00200,3.388e-09,590283.0,161924.1,2143600.5,2,1
Umbrella,surname,2,0,0,0,0,2,0.00200,3.388e-09,590283.0,161924.1,2143600.5,1,1
Vexen,surname,0,0,0,0,2,2,0.00200,3.388e-09,590283.0,161924.1,2143600.5,1,1
Borrowed,first,2,0,0,0,0,2,0.00200,3.844e-09,520233.0,142708.3,1889215.3,1,1
Hackney,first,2,0,0,0,0,2,0.00200,3.844e-09,520233.0,142708.3,1889215.3,1,1
Ravenswood,first,0,0,0,0,2,2,0.00200,3.844e-09,520233.0,142708.3,1889215.3,1,1
Schwinn,first,0,1,0,0,1,2,0.00200,3.844e-09,520233.0,142708.3,1889215.3,2,1
Thibodeaux,first,0,0,0,2,0,2,0.00200,3.844e-09,520233.0,142708.3,1889215.3,1,1
Waterloo,first,0,2,0,0,0,2,0.00200,3.844e-09,520233.0,142708.3,1889215.3,1,1
Xylos,first,0,0,2,0,0,2,0.00200,3.844e-09,520233.0,142708.3,1889215.3,1,1
Étienne,first,0,0,0,2,0,2,0.00200,3.844e-09,520233.0,142708.3,1889215.3,1,1
Alderan,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Archivist,surname,0,0,0,1,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Brightforge,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Brightshield,surname,0,0,0,1,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Brightshore,surname,0,0,0,1,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Brightstoke,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Buonarroti,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Celene,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Cod,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Darkhunter,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Drive,surname,0,0,0,1,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Eiravel,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Gloom,surname,0,0,1,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Greymar,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Gómez,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Helios,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Ironfist,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Kael,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Kovač,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Kovács,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Maelis,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Marchlands,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Mario-favored,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Nightmix,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Nightshade,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Pontus,surname,0,1,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Rockhaven,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Stonebrooke,surname,0,0,0,1,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Stoneweaver,surname,0,0,0,1,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Survey,surname,0,1,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Theryn,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Universitaria,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Valiopoulos,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Valon,surname,0,1,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Vexar,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Wastes,surname,1,0,0,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Waverley,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Xylos,surname,0,0,1,0,0,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Yanski,surname,0,0,0,0,1,1,0.00100,3.388e-09,295141.5,52104.8,1665395.7,1,1
Althor,first,0,0,0,1,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Arach,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Artificer,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Athskyr,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Bastogne,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Bianchi,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Blackbeard,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Bold,first,0,0,0,1,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Brass,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Burberry,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Cartographer,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Ciudad,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Daughter,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Drip,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Elwynn,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Glock,first,0,0,1,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Glove,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Grand,first,0,0,1,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Grub,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Guantanamera,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Guiana,first,0,0,0,1,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Guild,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Head,first,0,0,0,1,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
High,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Hippodrome,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Hotel,first,0,0,1,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Jehoash,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Jools,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Kaelith,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Keeper,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Khenu,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Kowalski,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Leontius,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Librarian,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Line,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Lines,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Magister,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Magistra,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Manchester,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Millcross,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Missoula,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Monsieur,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Morgath,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Moth,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Muskett,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Nethermere,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Oakwood,first,0,0,0,1,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Ordnance,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Orix,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Peckham,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Peugeot,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Radiomage,first,0,0,1,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Riffs,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Riverside,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Rydal,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Shattered,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Static,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Style,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Ten,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Tesco,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Thaldric,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Thalorin,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Thames,first,0,1,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Thresk,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Volkov,first,1,0,0,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Wandles,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Welsh,first,0,0,0,1,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Whisperwood,first,0,0,1,0,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Wnyc,first,0,0,0,1,0,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Wold,first,0,0,0,0,1,1,0.00100,3.844e-09,260116.5,45921.4,1467760.0,1,1
Shed,first,2,0,0,0,0,2,0.00200,2.307e-08,86705.5,23784.7,314869.2,1,1
Midnight,first,2,0,0,0,0,2,0.00200,3.460e-08,57803.7,15856.5,209912.8,1,1
Elara,first,3,38,92,8,12,153,0.15300,3.137e-06,48771.8,42083.7,56306.6,5,0
Rosh,first,1,0,0,0,0,1,0.00100,2.307e-08,43352.7,7653.6,244626.7,1,1
Cape,first,0,0,0,0,1,1,0.00100,2.691e-08,37159.5,6560.2,209680.0,1,1
Maelis,first,1,0,0,0,0,1,0.00100,2.691e-08,37159.5,6560.2,209680.0,1,1
Aji,first,0,0,0,0,1,1,0.00100,3.076e-08,32514.6,5740.2,183470.0,1,1
Night,first,1,0,0,0,0,1,0.00100,3.460e-08,28901.8,5102.4,163084.4,1,1
Ferry,first,2,0,0,0,0,2,0.00200,1.038e-07,19267.9,5285.5,69970.9,1,1
Elios,first,0,1,0,0,0,1,0.00100,5.767e-08,17341.1,3061.4,97850.7,1,1
Leica,first,0,0,1,0,0,1,0.00100,5.767e-08,17341.1,3061.4,97850.7,1,1
Dren,first,1,0,0,0,0,1,0.00100,6.151e-08,16257.3,2870.1,91735.0,1,1
Driver,first,1,0,0,0,0,1,0.00100,6.151e-08,16257.3,2870.1,91735.0,1,1
Surrey,first,0,0,0,0,1,1,0.00100,6.151e-08,16257.3,2870.1,91735.0,1,1
Void,first,0,0,1,0,0,1,0.00100,6.536e-08,15301.0,2701.3,86338.8,1,1
Twilight,first,1,0,0,0,0,1,0.00100,7.304e-08,13690.3,2416.9,77250.5,1,1
Oracle,first,1,0,0,0,0,1,0.00100,8.073e-08,12386.5,2186.7,69893.3,1,1
Eira,first,0,0,0,12,3,15,0.01500,1.830e-06,8196.9,4978.8,13443.6,2,0
Kaelen,first,0,26,4,0,0,30,0.03000,3.906e-06,7680.6,5400.4,10881.8,2,0
Selenna,first,1,0,0,0,0,1,0.00100,1.422e-07,7030.2,1241.1,39669.2,1,1
Finch,first,0,3,0,0,0,3,0.00300,4.344e-07,6905.7,2349.7,20218.1,1,1
Lieutenant,first,1,0,0,0,0,1,0.00100,1.461e-07,6845.2,1208.5,38625.3,1,1
Sistine,first,1,0,0,0,0,1,0.00100,1.461e-07,6845.2,1208.5,38625.3,1,1
Chen,first,6,0,0,0,0,6,0.00600,9.265e-07,6475.9,2971.0,14061.8,1,1
Desai,first,0,0,0,1,0,1,0.00100,1.730e-07,5780.4,1020.5,32616.9,1,1
Thorne,first,0,0,0,2,6,8,0.00800,1.561e-06,5125.4,2600.6,10062.9,2,1
Miren,first,1,0,0,0,0,1,0.00100,1.961e-07,5100.3,900.4,28779.6,1,1
Okoye,first,1,0,0,0,0,1,0.00100,1.999e-07,5002.2,883.1,28226.2,1,1
Light,first,1,0,0,1,0,2,0.00200,4.114e-07,4862.0,1333.7,17656.2,2,1
Lotte,first,0,1,0,0,0,1,0.00100,2.076e-07,4817.0,850.4,27180.7,1,1
Seattle,first,1,0,0,0,1,2,0.00200,4.498e-07,4446.4,1219.7,16147.1,2,1
Jenkins,first,0,0,0,1,0,1,0.00100,2.614e-07,3825.2,675.3,21584.7,1,1
Wellesley,surname,0,0,0,2,0,2,0.00200,5.489e-07,3643.7,999.5,13232.1,1,1
Key,first,2,0,0,0,0,2,0.00200,5.651e-07,3539.0,970.8,12851.8,1,1
El,first,0,2,0,0,0,2,0.00200,5.728e-07,3491.5,957.8,12679.3,1,1
Vash,surname,0,0,0,0,2,2,0.00200,6.099e-07,3279.3,899.6,11908.9,1,1
Morning,first,0,1,1,0,0,2,0.00200,6.343e-07,3152.9,864.9,11449.8,2,1
Mirelle,first,2,0,0,0,0,2,0.00200,6.382e-07,3133.9,859.7,11380.8,1,1
Island,first,1,1,1,1,1,5,0.00500,1.622e-06,3081.9,1317.5,7181.6,5,1
Pesco,surname,0,0,0,0,1,1,0.00100,3.625e-07,2758.3,487.0,15564.4,1,1
Savoy,first,1,0,0,1,0,2,0.00200,7.266e-07,2752.6,755.1,9995.8,2,1
Ai,first,3,0,1,0,0,4,0.00400,1.507e-06,2654.2,1032.9,6794.7,2,1
Vonn,surname,0,0,0,0,1,1,0.00100,3.930e-07,2544.3,449.2,14356.9,1,1
Daily,first,0,0,2,0,0,2,0.00200,7.881e-07,2537.7,696.1,9215.7,1,1
Amun,first,0,1,0,0,0,1,0.00100,3.960e-07,2525.4,445.8,14250.1,1,1
Red,first,0,0,0,1,0,1,0.00100,3.998e-07,2501.1,441.6,14113.1,1,1
Vinitsky,surname,0,0,0,0,1,1,0.00100,4.371e-07,2287.9,403.9,12910.0,1,1
Hawk,first,0,0,0,3,4,7,0.00700,3.087e-06,2267.5,1099.7,4657.6,2,1
Fothergill,surname,0,0,0,5,1,6,0.00600,2.694e-06,2227.5,1021.9,4836.7,2,1
Free,first,1,0,0,0,0,1,0.00100,4.575e-07,2185.9,385.9,12334.1,1,1
Wing,first,0,0,0,0,1,1,0.00100,4.613e-07,2167.6,382.7,12231.3,1,1
Kestrel,first,2,0,0,0,0,2,0.00200,9.803e-07,2040.1,559.6,7408.7,1,1
Dragon,first,0,0,1,0,0,1,0.00100,5.075e-07,1970.6,347.9,11119.4,1,1
Fallow,surname,0,0,1,0,0,1,0.00100,5.286e-07,1891.9,334.0,10675.6,1,1
Hemlock,surname,0,1,0,0,0,1,0.00100,5.421e-07,1844.6,325.7,10408.7,1,1
British,first,1,0,0,1,0,2,0.00200,1.146e-06,1745.7,478.9,6339.6,2,1
Kael,first,7,5,4,4,2,22,0.02200,1.326e-05,1659.7,1099.4,2496.0,5,0
Kepler,first,1,1,0,0,0,2,0.00200,1.215e-06,1646.3,451.6,5978.5,2,1
Theron,surname,0,1,0,0,0,1,0.00100,6.167e-07,1621.7,286.3,9150.5,1,1
Harding,first,0,0,1,0,0,1,0.00100,6.266e-07,1595.8,281.7,9004.7,1,1
Meridian,first,2,0,0,0,0,2,0.00200,1.330e-06,1503.6,412.5,5460.2,1,1
Oak,first,0,0,0,2,0,2,0.00200,1.330e-06,1503.6,412.5,5460.2,1,1
Lyra,first,0,4,3,9,10,26,0.02600,1.806e-05,1439.9,986.0,2094.7,4,0
Kovak,surname,1,0,0,0,0,1,0.00100,6.980e-07,1432.7,252.9,8084.4,1,1
Harrington,first,0,0,0,1,0,1,0.00100,6.997e-07,1429.2,252.3,8064.6,1,1
Portland,first,0,0,0,0,1,1,0.00100,7.381e-07,1354.8,239.2,7644.6,1,1
Edwards,first,0,0,0,0,1,1,0.00100,7.650e-07,1307.1,230.8,7375.7,1,1
Liam,surname,0,0,0,1,0,1,0.00100,7.691e-07,1300.2,229.5,7336.5,1,1
Bran,first,0,0,1,0,0,1,0.00100,7.727e-07,1294.1,228.5,7302.3,1,1
Magenta,first,0,0,0,1,0,1,0.00100,8.304e-07,1204.2,212.6,6795.2,1,1
Man,first,0,1,0,0,0,1,0.00100,8.573e-07,1166.4,205.9,6581.9,1,1
Woods,first,0,0,0,1,0,1,0.00100,8.650e-07,1156.1,204.1,6523.4,1,1
Papa,first,0,0,1,0,0,1,0.00100,8.919e-07,1121.2,197.9,6326.6,1,1
Quill,first,0,0,1,0,0,1,0.00100,8.919e-07,1121.2,197.9,6326.6,1,1
French,first,1,0,0,0,0,1,0.00100,9.034e-07,1106.9,195.4,6245.8,1,1
Tacoma,first,0,0,0,0,1,1,0.00100,9.111e-07,1097.5,193.8,6193.1,1,1
Chapel,first,1,0,0,0,0,1,0.00100,9.265e-07,1079.3,190.5,6090.3,1,1
Petrova,surname,0,1,1,0,0,2,0.00200,1.860e-06,1075.2,294.9,3904.6,2,1
Vash,first,0,0,0,0,1,1,0.00100,9.457e-07,1057.4,186.7,5966.5,1,1
Lira,first,0,1,0,0,0,1,0.00100,9.573e-07,1044.6,184.4,5894.6,1,1
Bus,surname,1,0,0,0,0,1,0.00100,9.758e-07,1024.8,180.9,5782.6,1,1
Castle,first,0,0,0,0,1,1,0.00100,1.019e-06,981.6,173.3,5538.7,1,1
Dakota,surname,0,0,0,0,1,1,0.00100,1.040e-06,961.4,169.7,5424.7,1,1
Song,first,1,0,0,0,0,1,0.00100,1.050e-06,952.8,168.2,5376.4,1,1
Mairi,first,0,0,1,0,0,1,0.00100,1.073e-06,932.3,164.6,5260.8,1,1
Creek,first,0,1,0,0,0,1,0.00100,1.076e-06,929.0,164.0,5242.0,1,1
Dekker,first,1,0,0,0,0,1,0.00100,1.107e-06,903.2,159.4,5096.4,1,1
Court,first,1,0,0,0,0,1,0.00100,1.119e-06,893.9,157.8,5043.8,1,1
Petrovski,surname,0,1,0,0,0,1,0.00100,1.213e-06,824.4,145.5,4651.9,1,1
Water,surname,0,1,0,0,0,1,0.00100,1.233e-06,810.8,143.1,4575.3,1,1
Park,first,0,0,1,0,1,2,0.00200,2.491e-06,802.8,220.2,2915.5,2,1
Auguste,first,0,0,0,1,0,1,0.00100,1.249e-06,800.4,141.3,4516.2,1,1
Merit,first,0,1,0,0,0,1,0.00100,1.249e-06,800.4,141.3,4516.2,1,1
Arin,first,0,0,0,11,2,13,0.01300,1.668e-05,779.5,456.5,1326.0,2,0
Pimm,surname,0,1,0,0,0,1,0.00100,1.304e-06,766.6,135.3,4325.7,1,1
Aris,first,0,10,0,0,0,10,0.01000,1.325e-05,754.6,410.6,1381.7,1,0
Hawkins,first,0,0,0,1,1,2,0.00200,2.657e-06,752.9,206.5,2734.0,2,1
Barnaby,first,0,0,1,0,0,1,0.00100,1.353e-06,739.0,130.5,4169.8,1,1
